,NB2_S_1_NYZ_sys_x_PcwOut_x,NB2_S_1_NYZ_sys_x_PcwIn_x,NB2_S_1_NYZ_cwp_9_HzSPR_x,NB2_S_1_NYZ_cwp_10_HzSPR_x,NB2_S_1_NYZ_cwp_11_HzSPR_x,NB2_S_1_NYZ_cwp_12_HzSPR_x,NB2_S_x_NYZ_x_x_Fcw_x,cwp_9_val_pos,cwp_10_val_pos,cwp_11_val_pos,cwp_12_val_pos,ts,,Fcw_ypred,err
386,365031.8333,253848.3333,25.00146167,0,0,20.41786036,371.3898731,1,0.001,0.001,1,1626460170,,3.16E+02,55.3898731
391,300217.3333,258724.1667,23.04330456,0,26.58779,0,515.4542546,1,0.001,1,0.001,1626478170,,5.11E+02,4.4542546
392,306627.1667,250333.5,26.75876833,0,26.75890333,0,563.1820556,1,0.001,1,0.001,1626481770,,5.43E+02,20.1820556
393,308767.3333,250652,25.93226667,0,25.93206667,0,537.6273426,1,0.001,1,0.001,1626485370,,5.20E+02,17.6273426
394,306163.5,249522.1667,25.83619333,0,25.83619333,0,538.0093843,1,0.001,1,0.001,1626488970,,5.19E+02,19.0093843
395,302069,246745.3333,27.607345,0,27.60726167,0,588.0238935,1,0.001,1,0.001,1626492570,,5.65E+02,23.0238935
396,304803.5,250695.1667,27.77273833,0,27.77273833,0,598.5016343,1,0.001,1,0.001,1626496170,,5.70E+02,28.5016343
397,299421.1667,249985.8333,26.74329333,0,26.74329333,0,574.9196898,1,0.001,1,0.001,1626499770,,5.50E+02,24.9196898
398,296600.5,249537.3333,26.02691333,0,26.02691333,0,556.7098935,1,0.001,1,0.001,1626503370,,5.35E+02,21.7098935
399,293923.6667,247974.8333,25.549535,0,25.549535,0,545.6090093,1,0.001,1,0.001,1626506970,,5.24E+02,21.6090093
400,296542.1667,250333.1667,25.41107333,0,25.41107333,0,540.4471065,1,0.001,1,0.001,1626510570,,5.21E+02,19.4471065
401,296440.8333,249552.1667,25.236865,0,25.236865,0,536.2968148,1,0.001,1,0.001,1626514170,,5.16E+02,20.2968148
402,293692,246514.5,25.06470167,0,25.06470167,0,532.2682083,1,0.001,1,0.001,1626517770,,5.11E+02,21.2682083
403,297237.1667,249827,25.145525,0,25.14559833,0,532.1665602,1,0.001,1,0.001,1626521370,,5.13E+02,19.1665602
404,299175.1667,250564.1667,25.10324167,0,25.10324167,0,527.754787,1,0.001,1,0.001,1626524970,,5.10E+02,17.754787
405,299334.1667,250072.6667,25.03743833,0,25.03743833,0,530.3832963,1,0.001,1,0.001,1626528570,,5.08E+02,22.3832963
406,298871.8333,248915.5,25.018325,0,25.01824333,0,525.3115556,1,0.001,1,0.001,1626532170,,5.07E+02,18.3115556
407,308593.1667,265943.3333,26.81735,0,16.98412217,0,458.2753519,1,0.001,1,0.001,1626535770,,4.31E+02,27.2753519
408,277994.6667,252242.1667,31.28295667,0,0,0,357.2102778,1,0.001,0.001,0.001,1626539370,,3.37E+02,20.2102778
409,271904.1667,246933.1667,28.81847833,0,0,0,326.9845833,1,0.001,0.001,0.001,1626542970,,3.10E+02,16.9845833
410,320602,249275.8333,25.11412167,0,0,0,247.5650338,1,0.001,0.001,0.001,1626546570,,2.41E+02,6.5650338
416,389684.8333,247757.5,0,0,25.05861111,0,180.5076009,0.001,0.001,1,0.001,1626568170,,1.73E+02,7.5076009
418,380671.6667,248467,0,0,25,0,161.2864708,0.001,0.001,1,0.001,1626575370,,1.84E+02,22.7135292
419,381380.1667,248987.6667,0,0,25,0,184.1342051,0.001,0.001,1,0.001,1626578970,,1.84E+02,0.1342051
420,380194.1667,247815.6667,0,0,25,0,184.1617481,0.001,0.001,1,0.001,1626582570,,1.84E+02,0.1617481
421,384491.6667,251287.5,0,0,25,0,170.4060676,0.001,0.001,1,0.001,1626586170,,1.83E+02,12.5939324
423,383637.6667,250144.6667,0,0,25,0,171.4193995,0.001,0.001,1,0.001,1626593370,,1.82E+02,10.5806005
440,349638.8333,250868.5,0,26.16712,0,0,222.3693685,0.001,1,0.001,0.001,1626654570,,2.36E+02,13.6306315
441,326852.3333,250376.3333,0,27.30886667,0,19.57135444,424.6411713,0.001,1,0.001,1,1626658170,,4.17E+02,7.6411713
442,364597.8333,279789.1667,0,25.00052667,0,12.91693878,326.5331532,0.001,1,0.001,1,1626661770,,2.30E+02,96.5331532
443,313715.5,281236.3333,0,25.19175833,0,0,271.0925926,0.001,1,0.001,0.001,1626665370,,2.65E+02,6.0925926
444,280541.8333,247786.3333,0,25.43727833,0,0,273.5122199,0.001,1,0.001,0.001,1626668970,,2.67E+02,6.5122199
445,280975.1667,246918.8333,0,25.02938833,0,0,272.2435542,0.001,1,0.001,0.001,1626672570,,2.62E+02,10.2435542
446,348481.6667,248466.8333,0,25.00049333,0,0,214.7058769,0.001,1,0.001,0.001,1626676170,,2.17E+02,2.2941231
447,354948.3333,247888.5,0,25,0,0,207.465431,0.001,1,0.001,0.001,1626679770,,2.10E+02,2.534569
448,363512.8333,247164.3333,0,25,0,0,197.7924074,0.001,1,0.001,0.001,1626683370,,2.01E+02,3.2075926
449,381915.6667,252763.1667,0,25,0,0,144.7904181,0.001,1,0.001,0.001,1626686970,,1.87E+02,42.2095819
451,369719.6667,240871.1667,0,25,0,0,187.1089569,0.001,1,0.001,0.001,1626694170,,1.88E+02,0.8910431
452,380367.6667,251548.5,0,25,0,0,186.6700097,0.001,1,0.001,0.001,1626697770,,1.88E+02,1.3299903
453,376866.8333,247844.8333,0,25,0,0,184.8533222,0.001,1,0.001,0.001,1626701370,,1.88E+02,3.1466778
454,375478.1667,246368.8333,0,25,0,0,188.1538935,0.001,1,0.001,0.001,1626704970,,1.88E+02,0.1538935
455,380657.1667,251417.3333,0,25,0,0,187.5297569,0.001,1,0.001,0.001,1626708570,,1.87E+02,0.5297569
456,372858.8333,243895,0,25,0,0,189.6153565,0.001,1,0.001,0.001,1626712170,,1.88E+02,1.6153565
463,325260.5,253719,0,27.02989833,27.02996333,21.17144897,728.5782731,0.001,1,1,1,1626737370,,7.16E+02,12.5782731
464,346672,251866.1667,11.21017778,26.90488167,26.90437833,26.90442667,833.6961204,1,1,1,1,1626740970,,7.48E+02,85.6961204
465,359924.8333,250274.8333,19.73031256,26.90496333,26.90497167,26.90497167,865.7518102,1,1,1,1,1626744570,,8.08E+02,57.7518102
466,351490.3333,252170.5,0,29.74632333,29.74632333,29.74632333,861.6696435,0.001,1,1,1,1626748170,,8.57E+02,4.6696435
467,359591.8333,252503.1667,0,29.078175,29.07807833,29.078175,811.4927315,0.001,1,1,1,1626751770,,8.16E+02,4.5072685
468,355512.6667,251736.3333,0,28.64625333,28.64625333,28.64625333,793.9591852,0.001,1,1,1,1626755370,,8.04E+02,10.0408148
469,350449,252271.6667,0,27.710325,27.710325,27.710325,767.3837963,0.001,1,1,1,1626758970,,7.75E+02,7.6162037
470,346788.6667,251504.5,0,27.206145,27.206145,27.206145,748.9678287,0.001,1,1,1,1626762570,,7.60E+02,11.0321713
471,343026.5,249783.6667,0,26.91514,26.91514,26.91514,742.1689907,0.001,1,1,1,1626766170,,7.52E+02,9.8310093
472,344545.3333,252358.5,0,26.62939333,26.62939333,26.62939333,730.8208056,0.001,1,1,1,1626769770,,7.42E+02,11.1791944
473,345732,257682.6667,0,22.95243028,25.98388333,25.98388333,695.3305602,0.001,1,1,1,1626773370,,6.78E+02,17.3305602
474,318779.1667,259361.3333,0,0,29.12363667,29.12370333,629.3073843,0.001,0.001,1,1,1626776970,,5.98E+02,31.3073843
475,308377.3333,250130.3333,0,0,29.38334333,29.38343667,636.2341389,0.001,0.001,1,1,1626780570,,6.05E+02,31.2341389
476,304861.1667,251417.5,0,0,28.13203833,28.13173333,611.5292639,0.001,0.001,1,1,1626784170,,5.79E+02,32.5292639
477,299406.3333,250072.3333,0,0,26.82589333,26.82589333,578.2873426,0.001,0.001,1,1,1626787770,,5.52E+02,26.2873426
478,298134.5,250665.6667,0,0,26.172555,26.17247333,562.6537176,0.001,0.001,1,1,1626791370,,5.38E+02,24.6537176
479,296108.3333,249884.8333,0,0,25.63641167,25.636575,550.2801389,0.001,0.001,1,1,1626794970,,5.26E+02,24.2801389
480,296744.8333,250564.3333,0,0,25.35162833,25.35168333,542.5275,0.001,0.001,1,1,1626798570,,5.19E+02,23.5275
481,300651.8333,253950.1667,0,0,21.38209,25.15529167,511.6697426,0.001,0.001,1,1,1626802170,,4.66E+02,45.6697426
487,353675.3333,252749,0,28.20709833,28.20709833,28.20709833,783.1740185,0.001,1,1,1,1626823770,,7.91E+02,7.8259815
488,340712.6667,254601.5,0,28.28628833,14.14314417,28.28628833,676.4797083,0.001,1,1,1,1626827370,,5.48E+02,128.4797083
489,307884.5,249798,0,28.78323167,0,28.78323167,622.4308287,0.001,1,0.001,1,1626830970,,5.91E+02,31.4308287
490,304369.6667,250853.3333,0,28.11657333,0,28.11657333,600.6060139,0.001,1,0.001,1,1626834570,,5.79E+02,21.6060139
491,302371.8333,249955.6667,0,28.00298167,0,28.00298167,600.893537,0.001,1,0.001,1,1626838170,,5.77E+02,23.893537
492,306626.1667,251157.3333,0,29.068925,0,29.068925,625.8949861,0.001,1,0.001,1,1626841770,,6.00E+02,25.8949861
493,305425.3333,249450.5,0,29.42860167,0,29.42858333,631.8532315,0.001,1,0.001,1,1626845370,,6.08E+02,23.8532315
494,306236,251735.8333,0,28.96158833,0,28.96158833,620.7875093,0.001,1,0.001,1,1626848970,,5.99E+02,21.7875093
495,306380.5,250462.8333,0,28.93719333,0,28.93729833,619.3733657,0.001,1,0.001,1,1626852570,,5.97E+02,22.3733657
496,306250,250246.5,0,28.40588,0,28.405495,602.9015648,0.001,1,0.001,1,1626856170,,5.84E+02,18.9015648
497,310185.3333,250492.1667,0,28.00098833,0,28.000885,590.264963,0.001,1,0.001,1,1626859770,,5.70E+02,20.264963
498,314641.3333,250174.1667,0,28.00030167,0,28.00030167,581.9766667,0.001,1,0.001,1,1626863370,,5.65E+02,16.9766667
499,314641.3333,249406.8333,0,28,0,28,576.3019954,0.001,1,0.001,1,1626866970,,5.64E+02,12.3019954
500,315553.1667,249233.5,0,27.90370333,0,27.90370333,574.2391991,0.001,1,0.001,1,1626870570,,5.61E+02,13.2391991
501,314728.5,251056.5,0,27,0,27,555.1939954,0.001,1,0.001,1,1626874170,,5.41E+02,14.1939954
502,314554.1667,249956.6667,0,27,0,27,548.4775185,0.001,1,0.001,1,1626877770,,5.40E+02,8.4775185
503,318056,250969.8333,0,27,0,27,543.1814537,0.001,1,0.001,1,1626881370,,5.37E+02,6.1814537
504,323104.5,251736.8333,0,27,0,27,541.1860556,0.001,1,0.001,1,1626884970,,5.32E+02,9.1860556
505,330469,250477.8333,0,27.03333333,0,27.03333333,533.0452778,0.001,1,0.001,1,1626888570,,5.22E+02,11.0452778
510,300290,268287,0,3.92698175,0,20.94390267,294.8067731,0.001,1,0.001,1,1626906570,,2.14E+02,80.8067731
511,322816.1667,252677,0,33.89790833,0,33.89790833,720.5236019,0.001,1,0.001,1,1626910170,,7.04E+02,16.5236019
512,344792.3333,254571.8333,0,30.02331833,19.51515692,30.02331833,762.6089537,0.001,1,1,1,1626913770,,7.16E+02,46.6089537
513,353299.3333,250752.5,0,27.02418333,27.02418333,27.02418333,719.2589769,0.001,1,1,1,1626917370,,7.37E+02,17.7410231
514,353978,251635,0,27.003865,27.003865,27.003865,722.9871574,0.001,1,1,1,1626920970,,7.37E+02,14.0128426
515,355021,252199.3333,0,27.00246,27.002505,27.00246,725.6720093,0.001,1,1,1,1626924570,,7.35E+02,9.3279907
516,353313.5,250622.3333,0,27.002495,27.00253833,27.002475,722.5024954,0.001,1,1,1,1626928170,,7.36E+02,13.4975046
517,353400,251070.5,0,27.00268167,27.00268167,27.00273833,726.508787,0.001,1,1,1,1626931770,,7.37E+02,10.491213
518,352951.5,250391,0,27.00356333,27.00370667,27.003755,724.6489491,0.001,1,1,1,1626935370,,7.36E+02,11.3510509
519,354514,250738.1667,0,27.00228167,27.00234,27.00234,723.5662593,0.001,1,1,1,1626938970,,7.33E+02,9.4337407
520,354614.6667,249899.3333,0,27.00163667,27.001595,27.001485,720.5880556,0.001,1,1,1,1626942570,,7.31E+02,10.4119444
521,356496.3333,251157.5,0,27.00172833,27.00172833,27.00172833,716.8911852,0.001,1,1,1,1626946170,,7.30E+02,13.1088148
522,343865.8333,251853,0,17.16493003,27.83486,27.83493833,677.6992269,0.001,1,1,1,1626949770,,5.80E+02,97.6992269
523,311675.5,251563.1667,0,0,27.76422833,27.76412833,590.6533565,0.001,0.001,1,1,1626953370,,5.64E+02,26.6533565
524,305468.8333,249059.8333,0,0,27.205875,27.20595167,580.8048102,0.001,0.001,1,1,1626956970,,5.54E+02,26.8048102
525,306018.1667,251721.8333,0,0,27.00380833,27.00371833,575.8119398,0.001,0.001,1,1,1626960570,,5.51E+02,24.8119398
526,302647.5,248640.6667,0,0,27.00135667,27.00135667,577.0355417,0.001,0.001,1,1,1626964170,,5.51E+02,26.0355417
527,305584.1667,251403.5,0,0,27.00135333,27.00135333,580.2103426,0.001,0.001,1,1,1626967770,,5.51E+02,29.2103426
528,304644,249667,0,0,27.000475,27.000475,576.5698194,0.001,0.001,1,1,1626971370,,5.50E+02,26.5698194
529,311284.1667,257899.6667,0,0,27.00375667,6.300876556,355.0857963,0.001,0.001,1,1,1626974970,,2.76E+02,79.0857963
535,349870.3333,253009.3333,0,26.3301355,30.97663,30.97663,869.9501389,0.001,1,1,1,1626996570,,8.47E+02,22.9501389
536,353963.6667,252199.5,0,24.71300625,29.074385,29.074565,776.932375,0.001,1,1,1,1627000170,,7.61E+02,15.932375
537,330136.3333,250188.1667,0,0,33.89524667,33.89524667,717.0935741,0.001,0.001,1,1,1627003770,,6.96E+02,21.0935741
538,324870,251403.5,0,0,31.92354,31.92354,678.3366343,0.001,0.001,1,1,1627007370,,6.54E+02,24.3366343
539,317636.3333,250984.3333,0,0,28.34503,28.34503,597.9878704,0.001,0.001,1,1,1627010970,,5.71E+02,26.9878704
540,321021.1667,250767,0,0,29.62403333,29.62403333,618.4466389,0.001,0.001,1,1,1627014570,,6.00E+02,18.4466389
541,321181.1667,250651.8333,0,0,30.47674667,30.47674667,649.8333704,0.001,0.001,1,1,1627018170,,6.21E+02,28.8333704
542,315219.5,251461.5,0,0,29.352625,29.352625,632.9110602,0.001,0.001,1,1,1627021770,,5.99E+02,33.9110602
543,313339.6667,250593.8333,0,0,27.09554833,27.09554833,569.3193889,0.001,0.001,1,1,1627025370,,5.44E+02,25.3193889
544,311155,249305.8333,0,0,26.08655,26.08655,543.9629259,0.001,0.001,1,1,1627028970,,5.20E+02,23.9629259
545,312544,251518.5,0,0,25.08237333,25.08237333,513.8715278,0.001,0.001,1,1,1627032570,,4.95E+02,18.8715278
546,315538,249030.8333,0,0,25.11366,25.11366,507.3644583,0.001,0.001,1,1,1627036170,,4.88E+02,19.3644583
547,319357.8333,250274.8333,0,0,25.05469667,25.05469667,496.3828426,0.001,0.001,1,1,1627039770,,4.83E+02,13.3828426
548,312529.8333,250333,0,0,25.151235,25.151235,512.9023472,0.001,0.001,1,1,1627043370,,4.95E+02,17.9023472
549,316594.5,249812.1667,0,0,25.08196333,25.08196333,506.8705231,0.001,0.001,1,1,1627046970,,4.87E+02,19.8705231
550,311690,248683.5,0,0,25.21232333,25.21232333,516.5908333,0.001,0.001,1,1,1627050570,,4.96E+02,20.5908333
551,312514.8333,250578.5,0,0,25.5598,25.5598,525.2652269,0.001,0.001,1,1,1627054170,,5.06E+02,19.2652269
552,310980.8333,249927.8333,0,0,25.54736,25.54736,529.6675926,0.001,0.001,1,1,1627057770,,5.07E+02,22.6675926
553,318084.8333,251331.8333,0,0,26.666305,6.66657625,343.0569421,0.001,0.001,1,1,1627061370,,2.64E+02,79.0569421
559,301245.3333,250722.5,26.24846833,0,0,26.24841333,565.1678565,1,0.001,0.001,1,1627082970,,5.36E+02,29.1678565
560,309910.6667,251446.8333,25.41729333,0,0,25.41710833,523.4294491,1,0.001,0.001,1,1627086570,,5.07E+02,16.4294491
561,313672.1667,250940.3333,26.00142333,0,0,26.00142333,533.8969444,1,0.001,0.001,1,1627090170,,5.16E+02,17.8969444
562,311314,250694.3333,26.001575,0,0,26.001455,537.3764722,1,0.001,0.001,1,1627093770,,5.19E+02,18.3764722
563,309201.8333,250246.1667,26.00103,0,0,26.00103,540.4993565,1,0.001,0.001,1,1627097370,,5.21E+02,19.4993565
564,308377,251113.6667,26.00142167,0,0,26.00142167,545.5345185,1,0.001,0.001,1,1627100970,,5.23E+02,22.5345185
569,403993.1667,255598.5,0,0,27,0,203.8235866,0.001,0.001,1,0.001,1627118970,,2.05E+02,1.1764134
