,ts,NB2_S_1_NYZ_sys_x_PcwOut_x,NB2_S_1_NYZ_sys_x_PcwIn_x,NB2_S_1_NYZ_cwp_9_HzSPR_x,NB2_S_1_NYZ_cwp_10_HzSPR_x,NB2_S_1_NYZ_cwp_11_HzSPR_x,NB2_S_1_NYZ_cwp_12_HzSPR_x,NB2_S_x_NYZ_x_x_Fcw_x,cwp_9_val_pos,cwp_10_val_pos,cwp_11_val_pos,cwp_12_val_pos
690,1593573270,438833.3333,377545.6667,0,0,26.00547333,26.00547333,547.4656133,0.001,0.001,1,1
720,1593575070,441533.3333,381509,0,0,26.12200667,26.12200667,549.03856,0.001,0.001,1,1
750,1593576870,444733.3333,385157,0,0,26.83636667,26.83636667,570.4615467,0.001,0.001,1,1
780,1593578670,451400,392072.3333,0,0,27.95028,27.95028,602.7373333,0.001,0.001,1,1
810,1593580470,456000,395978.3333,0,0,28.53656333,28.53656333,616.38248,0.001,0.001,1,1
840,1593582270,452700,392275.3333,0,0,28.68176,28.68176,621.3929867,0.001,0.001,1,1
870,1593584070,451966.6667,391840.6667,0,0,28.51822333,28.51822333,618.2407467,0.001,0.001,1,1
900,1593585870,450100,389843.3333,0,0,27.97783,27.97783,605.8098667,0.001,0.001,1,1
930,1593587670,457366.6667,397455,0,0,27.84227333,27.84227333,596.7051067,0.001,0.001,1,1
960,1593589470,463566.6667,403934.6667,0,0,28.13033667,28.13033667,604.6240667,0.001,0.001,1,1
990,1593591270,458766.6667,399247.6667,0,0,28.46240667,28.46240667,615.7256933,0.001,0.001,1,1
1020,1593593070,454100,394561.6667,0,0,28.72162333,28.72162333,619.3585067,0.001,0.001,1,1
1050,1593594870,449100,389352,0,0,28.70440667,28.70440667,619.39808,0.001,0.001,1,1
1080,1593596670,446900,386978,0,0,28.46845333,28.46845333,610.8503333,0.001,0.001,1,1
1110,1593598470,440000,379514,0,0,27.63220667,27.63220667,597.0104,0.001,0.001,1,1
1140,1593600270,439666.6667,379397.6667,0,0,27.08514667,27.08514667,579.2653067,0.001,0.001,1,1
1170,1593602070,438733.3333,377894,0,0,26.43029,26.43029,556.5385467,0.001,0.001,1,1
1200,1593603870,435366.6667,371846,0,0,26.00303667,26.00303667,543.35456,0.001,0.001,1,1
1230,1593605670,441600,379021,0,0,26.00303333,26.00303333,547.0742667,0.001,0.001,1,1
1260,1593607470,444066.6667,383013,0,0,26.00519,26.00534667,544.6393867,0.001,0.001,1,1
1290,1593609270,441866.6667,380875.6667,0,0,26.00692667,26.00692667,548.87448,0.001,0.001,1,1
1320,1593611070,442966.6667,382724.3333,0,0,26.07035333,26.07035333,549.8459867,0.001,0.001,1,1
1350,1593612870,443466.6667,382927,0,0,26.05769667,26.05769667,549.53276,0.001,0.001,1,1
1380,1593614670,439900,377779,0,0,26.00404333,26.00404333,549.2980267,0.001,0.001,1,1
1410,1593616470,438733.3333,376131,0,0,26.00484667,26.00484667,544.69884,0.001,0.001,1,1
1440,1593618270,440800,377690.3333,0,0,26.00274,26.00274,543.4711333,0.001,0.001,1,1
1470,1593620070,441366.6667,379572,0,0,26.00439333,26.00439333,542.4144133,0.001,0.001,1,1
1500,1593621870,438933.3333,378616,0,0,26.01878,26.01878,548.6161333,0.001,0.001,1,1
1530,1593623670,441766.6667,381741.3333,0,0,26.08081667,26.08081667,551.4251867,0.001,0.001,1,1
1560,1593625470,459666.6667,399653,0,0,26.11671,26.11671,546.1690267,0.001,0.001,1,1
1590,1593627270,479466.6667,419414.6667,0,0,26.20667333,26.20667333,550.0296667,0.001,0.001,1,1
1620,1593629070,490733.3333,430816,0,0,26.26835333,26.26835333,556.7118667,0.001,0.001,1,1
1650,1593630870,493766.6667,433941,0,0,26.35079,26.35079,560.1694,0.001,0.001,1,1
1680,1593632670,498066.6667,438165,0,0,26.4172,26.4172,562.58608,0.001,0.001,1,1
1710,1593634470,499066.6667,438684.3333,0,0,26.38143,26.38143,554.7359067,0.001,0.001,1,1
1740,1593636270,503633.3333,443779.3333,0,0,26.37351333,26.37351333,556.59296,0.001,0.001,1,1
1770,1593638070,497566.6667,437558,0,0,26.12675667,26.12690667,551.9302133,0.001,0.001,1,1
1800,1593639870,463033.3333,403357,0,0,26.40001667,26.40001667,553.74984,0.001,0.001,1,1
1830,1593641670,429500,369704.6667,0,0,26.72028333,26.72028333,567.8420533,0.001,0.001,1,1
1860,1593643470,414933.3333,354802.3333,0,0,26.70007333,26.70007333,562.4391733,0.001,0.001,1,1
1890,1593645270,434400,374827.3333,0,0,27.08436333,27.08436333,578.4678667,0.001,0.001,1,1
1920,1593647070,437433.3333,377228.6667,0,0,27.47825,27.47825,586.2388,0.001,0.001,1,1
1950,1593648870,436966.6667,376708.6667,0,0,27.64742333,27.64742333,589.0101467,0.001,0.001,1,1
1980,1593650670,441400,381365,0,0,27.64865,27.64865,591.1112667,0.001,0.001,1,1
2010,1593652470,441733.3333,382492.6667,0,0,28.58960667,28.58960667,614.8562933,0.001,0.001,1,1
2040,1593654270,453566.6667,389815.3333,0,0,30.48474667,30.48474667,651.85904,0.001,0.001,1,1
2070,1593656070,464000,399075,0,0,30.80691,30.80691,662.20784,0.001,0.001,1,1
2100,1593657870,461466.6667,396297.3333,0,0,30.9516,30.9516,663.9722133,0.001,0.001,1,1
2130,1593659670,457933.3333,393549,0,0,31.07468,31.07468,664.7621867,0.001,0.001,1,1
2160,1593661470,460166.6667,395748,0,0,31.32093667,31.32093667,672.4543467,0.001,0.001,1,1
2190,1593663270,470966.6667,405904,0,0,31.88836333,31.88836333,684.7235733,0.001,0.001,1,1
2220,1593665070,470633.3333,405988.6667,0,0,32.13125667,32.13125667,692.5394,0.001,0.001,1,1
2250,1593666870,471733.3333,406568.3333,0,0,32.28840333,32.28840333,689.1556,0.001,0.001,1,1
2280,1593668670,466200,401562.6667,0,0,32.28109,32.28109,697.06196,0.001,0.001,1,1
2310,1593670470,458200,393520,0,0,32.34962667,32.34962667,699.33444,0.001,0.001,1,1
2340,1593672270,455700,390799.3333,0,0,32.39602667,32.39602667,701.5563333,0.001,0.001,1,1
2370,1593674070,450133.3333,384953,0,0,32.36954,32.36954,698.7166667,0.001,0.001,1,1
2400,1593675870,450700,385849.3333,0,0,32.33604,32.33604,694.92556,0.001,0.001,1,1
2430,1593677670,449100,383999,0,0,32.28338667,32.28338667,694.0514933,0.001,0.001,1,1
2460,1593679470,436866.6667,361805,0,0,27.50389667,27.50389667,577.2551867,0.001,0.001,1,1
2520,1593681270,466166.6667,343287.3333,0,0,26,26,445.0698933,0.001,0.001,1,1
2550,1593684870,457866.6667,392881.3333,0,0,26.94860333,0,280.46956,0.001,0.001,1,0.001
2580,1593686670,426100,361169.3333,0,0,27.12658,0,280.8460667,0.001,0.001,1,0.001
2610,1593688470,397400,332204.3333,0,0,27.16402333,0,286.7607867,0.001,0.001,1,0.001
2640,1593690270,394866.6667,329745,0,0,27.26824,0,286.65056,0.001,0.001,1,0.001
2670,1593692070,397866.6667,332668.3333,0,0,27.42510333,0,285.8492933,0.001,0.001,1,0.001
2700,1593693870,396633.3333,331770.6667,0,0,27.45668,0,289.9838667,0.001,0.001,1,0.001
2730,1593695670,394266.6667,329253.3333,0,0,27.4937,0,281.10432,0.001,0.001,1,0.001
2760,1593697470,395000,330063.3333,0,0,27.69883,0,286.5292267,0.001,0.001,1,0.001
2790,1593699270,389400,324681.3333,0,0,27.69802333,0,287.4867333,0.001,0.001,1,0.001
2820,1593701070,297333.3333,232466.3333,0,0,28.14063667,0,298.36296,0.001,0.001,1,0.001
2850,1593702870,252200,187673.6667,0,0,28.81469333,0,302.8970933,0.001,0.001,1,0.001
2880,1593704670,241400,176303.3333,0,0,29.22559,0,310.4601733,0.001,0.001,1,0.001
2910,1593706470,345800,281133,0,0,29.92116,0,316.2194933,0.001,0.001,1,0.001
2940,1593708270,395666.6667,330439.6667,0,0,30.83131667,0,330.1260667,0.001,0.001,1,0.001
2970,1593710070,394966.6667,330411,0,0,31.17865667,0,337.24572,0.001,0.001,1,0.001
3000,1593711870,395133.3333,330845,0,0,31.83646667,0,350.22092,0.001,0.001,1,0.001
3030,1593713670,395300,330469,0,0,32.21776333,0,350.6522133,0.001,0.001,1,0.001
3090,1593715470,395000,330266.6667,0,0,32.92690667,0,358.7548533,0.001,0.001,1,0.001
3360,1593731670,479666.6667,442216.6667,0,0,38.81221,0,445.8072267,0.001,0.001,1,0.001
3390,1593735270,447766.6667,373639.3333,0,0,26.39113333,26.39113333,540.90904,0.001,0.001,1,1
3420,1593737070,432266.6667,326041,0,0,26,26,470.4280933,0.001,0.001,1,1
3450,1593738870,437500,327344,0,0,26,26,460.9233067,0.001,0.001,1,1
3480,1593740670,405766.6667,320196.3333,0,0,26.00259333,26.00259333,499.7622,0.001,0.001,1,1
3510,1593742470,413366.6667,345167.3333,0,0,27.93534333,27.93534333,581.6366267,0.001,0.001,1,1
3570,1593744270,437300,368026.3333,0,0,30.68408,30.68408,652.2811867,0.001,0.001,1,1
3600,1593747870,420666.6667,324971,29.89513667,0,29.89513667,29.89513667,896.6383067,1,0.001,1,1
3630,1593749670,416800,326533,28.51825,0,28.51825,28.51825,843.73576,1,0.001,1,1
3660,1593751470,433500,343199.6667,28.41233667,0,28.41233667,28.41233667,842.8633733,1,0.001,1,1
3690,1593753270,441533.3333,351821.6667,28.43578,0,28.43578,28.43578,845.4332133,1,0.001,1,1
3720,1593755070,441533.3333,351244.3333,28.45444,0,28.45444,28.45441667,840.5698,1,0.001,1,1
3750,1593756870,438833.3333,348728.3333,28.41693667,0,28.41693667,28.41693667,835.83108,1,0.001,1,1
3780,1593758670,430100,340480.3333,28.43571667,0,28.43571667,28.43571667,842.1108267,1,0.001,1,1
3810,1593760470,430366.6667,340133.6667,28.44434,0,28.44434,28.44434,838.9688533,1,0.001,1,1
3840,1593762270,417933.3333,328007.6667,28.45136667,0,28.45136667,28.45136667,845.0689333,1,0.001,1,1
3870,1593764070,399633.3333,309692.3333,28.50620333,0,28.50620333,28.50620333,842.77116,1,0.001,1,1
3900,1593765870,403933.3333,313947.3333,28.47612667,0,28.47612667,28.47612667,846.06116,1,0.001,1,1
3930,1593767670,424400,334317.6667,28.37649667,0,28.37649667,28.37649667,837.92128,1,0.001,1,1
3960,1593769470,423933.3333,334316.6667,28.40747333,0,28.40747333,28.40747333,840.6832,1,0.001,1,1
3990,1593771270,421933.3333,331916,28.19224667,0,28.19224667,28.19257,833.2499467,1,0.001,1,1
4050,1593773070,442666.6667,332493.6667,30.82862667,0,30.82876667,30.82862667,888.9192667,1,0.001,1,1
4110,1593776670,475400,304455.6667,28.25810333,28.25810333,28.25810333,28.25810333,828.9147067,1,1,1,1
4140,1593780270,503266.6667,335647.6667,30.24122333,30.24122333,30.24122333,0,703.4842267,1,1,1,0.001
4170,1593782070,472266.6667,333709.6667,27.54610333,27.54610333,27.54610333,0,674.5240133,1,1,1,0.001
4230,1593783870,457800,334635.6667,26.05896,26.05896,26.05896,0,633.1879867,1,1,1,0.001
4260,1593787470,410266.6667,331540,28.70599,28.70599,0,0,577.45016,1,1,0.001,0.001
4290,1593789270,411700,331307.6667,28.0885,28.0885,0,0,565.2878933,1,1,0.001,0.001
4320,1593791070,315166.6667,235041,27.60453667,27.60453667,0,0,545.19696,1,1,0.001,0.001
4350,1593792870,289200,208942.3333,27.45266667,27.45266667,0,0,543.0200533,1,1,0.001,0.001
4380,1593794670,373300,293460.3333,27.40290667,27.40290667,0,0,536.10144,1,1,0.001,0.001
4410,1593796470,383933.3333,304109.6667,27.43269667,27.43269667,0,0,544.6041067,1,1,0.001,0.001
4440,1593798270,381900,301735.3333,27.09688333,27.09688333,0,0,530.6508667,1,1,0.001,0.001
4470,1593800070,412566.6667,332726.3333,26.94777333,26.94777333,0,0,529.5125733,1,1,0.001,0.001
4560,1593801870,414466.6667,334491,26.85164667,26.85164667,0,0,522.2815733,1,1,0.001,0.001
4830,1593821670,330566.6667,245804.6667,0,0,0,28,74.03050667,0.001,0.001,0.001,1
4860,1593823470,420633.3333,335128,0,0,0,28,248.83012,0.001,0.001,0.001,1
4920,1593825270,357233.3333,327459.6667,0,0,0,31.09414667,345.2193733,0.001,0.001,0.001,1
4980,1593828870,459033.3333,331162.3333,28.20912333,0,28.20912333,28.20912333,749.1740667,1,0.001,1,1
5010,1593832470,429466.6667,323813.3333,28,0,28,0,523.3655467,1,0.001,1,0.001
5070,1593834270,425633.3333,316579.3333,28,0,28,0,518.8302,1,0.001,1,0.001
5100,1593837870,448700,414237.6667,28.00305667,0,0,0,312.2046667,1,0.001,0.001,0.001
5130,1593839670,458766.6667,427171,28.00661333,0,0,0,309.4726133,1,0.001,0.001,0.001
5160,1593841470,464733.3333,434578.3333,28.0724,0,0,0,314.42152,1,0.001,0.001,0.001
5190,1593843270,461100,429716.6667,28.00709667,0,0,0,312.5342267,1,0.001,0.001,0.001
5220,1593845070,460733.3333,429747,28.0079,0,0,0,310.3966133,1,0.001,0.001,0.001
5280,1593846870,468100,436747.3333,28.00500667,0,0,0,308.68908,1,0.001,0.001,0.001
5310,1593850470,225666.6667,189033.3333,25,0,0,0,237.3423733,1,0.001,0.001,0.001
5370,1593852270,180733.3333,147918,25,0,0,0,278.0029467,1,0.001,0.001,0.001
6420,1593917070,384733.3333,331510.3333,0,0,0,28.00413333,305.9692533,0.001,0.001,0.001,1
6450,1593918870,390066.6667,329687.3333,0,0,0,28.00179,301.32312,0.001,0.001,0.001,1
6480,1593920670,402400,325058.6667,0,0,0,28.0001,291.9653333,0.001,0.001,0.001,1
6510,1593922470,393900,315683,0,0,0,28,287.8564267,0.001,0.001,0.001,1
6540,1593924270,407166.6667,322628,0,0,0,28,284.73368,0.001,0.001,0.001,1
6570,1593926070,407433.3333,318923,0,0,0,28,282.4752933,0.001,0.001,0.001,1
6600,1593927870,406333.3333,315017.6667,0,0,0,28,278.1179333,0.001,0.001,0.001,1
6630,1593929670,414533.3333,322164.3333,0,0,0,28,277.8271067,0.001,0.001,0.001,1
6660,1593931470,414800,320862.6667,0,0,0,28,279.64188,0.001,0.001,0.001,1
6690,1593933270,412766.6667,318836,0,0,0,28,277.97392,0.001,0.001,0.001,1
6720,1593935070,414466.6667,319096.3333,0,0,0,28,272.7532267,0.001,0.001,0.001,1
6750,1593936870,420466.6667,325203.6667,0,0,0,28,274.49016,0.001,0.001,0.001,1
6780,1593938670,434700,341029.6667,0,0,0,27.83333333,277.5891067,0.001,0.001,0.001,1
6810,1593940470,437400,358160.3333,0,0,0,25.91872667,261.64488,0.001,0.001,0.001,1
6870,1593942270,446366.6667,350723.3333,0,0,0,27.8,270.2729867,0.001,0.001,0.001,1
7740,1593996270,429500,328386.3333,28.85679667,28.85679667,0,28.85574667,843.3967733,1,1,0.001,1
7770,1593998070,424966.6667,324218.6667,26.33340667,26.33340667,0,26.33340667,716.1346267,1,1,0.001,1
7800,1593999870,426600,323813.6667,25.03871667,25.03871667,0,25.03871667,652.7870533,1,1,0.001,1
7830,1594001670,414100,312962,25.62212333,25.62206667,0,25.62264,673.9564533,1,1,0.001,1
7860,1594003470,424666.6667,324739.6667,26.40955667,26.40955667,0,26.40962,703.7070133,1,1,0.001,1
7890,1594005270,425000,325435,27.59985667,27.59985667,0,27.59985667,769.9167467,1,1,0.001,1
7920,1594007070,423000,322773.6667,27.30569333,27.30569333,0,27.30569333,754.25644,1,1,0.001,1
7950,1594008870,424033.3333,323927,27.02324667,27.02324667,0,27.02324667,738.5463867,1,1,0.001,1
7980,1594010670,426300,326736,27.05167,27.05167,0,27.05117667,742.5122133,1,1,0.001,1
8010,1594012470,431400,339235.3333,26.41257667,26.41257667,0,26.41257667,738.6574533,1,1,0.001,1
8040,1594014270,437566.6667,347454,26.06493667,26.06493667,0,26.06493667,729.99024,1,1,0.001,1
8070,1594016070,439566.6667,349799,26.10600333,26.10600333,0,26.10600333,726.9339467,1,1,0.001,1
8100,1594017870,441666.6667,351474.3333,26.20534,26.20572333,0,26.20580333,731.4422267,1,1,0.001,1
8130,1594019670,443233.3333,353010,26.25603667,26.25542,0,26.2559,740.20604,1,1,0.001,1
8160,1594021470,444066.6667,354455,26.33695,26.33695,0,26.33695,739.6159867,1,1,0.001,1
8190,1594023270,446066.6667,356393.6667,26.35414667,26.35414667,0,26.35414667,740.81532,1,1,0.001,1
8220,1594025070,449300,359201.6667,26.34955,26.34955,0,26.34955,732.1061067,1,1,0.001,1
8250,1594026870,445900,356106.6667,26.43635333,26.43635333,0,26.43635333,742.5627067,1,1,0.001,1
8280,1594028670,410333.3333,320602,26.51382667,26.51382667,0,26.51382667,743.8722667,1,1,0.001,1
8310,1594030470,422833.3333,333999.6667,26.5273,26.5273,0,26.5273,752.83404,1,1,0.001,1
8340,1594032270,449233.3333,359693.3333,26.5273,26.5273,0,26.5273,755.2048933,1,1,0.001,1
8370,1594034070,454600,364063.3333,26.5273,26.5273,0,26.5273,750.7255467,1,1,0.001,1
8400,1594035870,464266.6667,373698,26.5273,26.5273,0,26.5273,742.8555867,1,1,0.001,1
8430,1594037670,478100,387326.6667,26.5273,26.5273,0,26.5273,739.4924133,1,1,0.001,1
8460,1594039470,466333.3333,375576.6667,26.5273,26.5273,0,26.5273,745.423,1,1,0.001,1
8490,1594041270,423600,333534.6667,26.5273,26.5273,0,26.5273,747.3425867,1,1,0.001,1
8520,1594043070,427700,338135.6667,26.5273,26.5273,0,26.5273,751.29992,1,1,0.001,1
8550,1594044870,420200,331309.3333,26.5273,26.5273,0,26.5273,751.8860533,1,1,0.001,1
8580,1594046670,410000,321469,26.5273,26.5273,0,26.5273,753.73172,1,1,0.001,1
8610,1594048470,411400,320254.3333,26.82426333,26.82426333,0,26.82426333,760.2278133,1,1,0.001,1
8670,1594050270,429300,332089.3333,27.56,27.56,0,27.56,785.8209333,1,1,0.001,1
8700,1594053870,442500,382781.6667,0,30.28748333,0,30.28748333,651.1429867,0.001,1,0.001,1
8730,1594055670,441433.3333,381654.3333,0,30.58825667,0,30.58825667,652.4407867,0.001,1,0.001,1
8760,1594057470,435000,375201.6667,0,30.77105,0,30.77105,655.5307733,0.001,1,0.001,1
8790,1594059270,432033.3333,372339.3333,0,30.88333,0,30.88333,661.4118933,0.001,1,0.001,1
8820,1594061070,431366.6667,371268.3333,0,31.10931667,0,31.10931667,665.31808,0.001,1,0.001,1
8850,1594062870,425466.6667,365424.3333,0,31.23475667,0,31.23475667,665.56392,0.001,1,0.001,1
8880,1594064670,430866.6667,370544.3333,0,31.18857333,0,31.18857333,669.4552667,0.001,1,0.001,1
8940,1594066470,427500,358709,0,28.77933333,0,28.77933333,614.9556933,0.001,1,0.001,1
9090,1594077270,425600,325174.3333,29.99978,0,29.99978,29.99978,890.6510667,1,0.001,1,1
9120,1594079070,419466.6667,328588.6667,26.75026,0,26.75026,26.75026,766.9354,1,0.001,1,1
9150,1594080870,439300,332552.3333,29.21213667,0,29.21213667,29.21213667,827.0527067,1,0.001,1,1
9180,1594082670,431600,321440.3333,29.85395667,0,29.85395667,29.85395667,859.24552,1,0.001,1,1
9210,1594084470,429033.3333,318547.6667,29.07653333,0,29.07653333,29.07653333,825.44224,1,0.001,1,1
9240,1594086270,439233.3333,323466,29.00193333,0,29.00193333,29.00193333,801.51512,1,0.001,1,1
9270,1594088070,435733.3333,315857,29.27348333,0,29.27348333,29.27348333,809.55504,1,0.001,1,1
9300,1594089870,435733.3333,315566.3333,29.53063,0,29.53063,29.53063,812.83272,1,0.001,1,1
9330,1594091670,446700,326216.3333,29.55518,0,29.55518,29.55518,818.6016533,1,0.001,1,1
9360,1594093470,443866.6667,323813.3333,29.33342333,0,29.33342333,29.33342333,809.3056533,1,0.001,1,1
9390,1594095270,437500,317447.6667,29.07813333,0,29.07813333,29.07813333,797.8376933,1,0.001,1,1
9420,1594097070,440233.3333,320051.3333,28.98790333,0,28.98790333,28.98790333,791.4553733,1,0.001,1,1
9450,1594098870,448600,328965.3333,29.27898,0,29.27898,29.27898,801.4481067,1,0.001,1,1
9480,1594100670,453233.3333,335649,29.44041333,0,29.44041333,29.44041333,817.0200267,1,0.001,1,1
9510,1594102470,456666.6667,346034.6667,29,0,29,29,814.3552667,1,0.001,1,1
9540,1594104270,454866.6667,344358.3333,29,0,29,29,811.9413867,1,0.001,1,1
9570,1594106070,447200,338542.3333,29,0,29,29,822.3878133,1,0.001,1,1
9600,1594107870,443766.6667,341608.6667,28,0,28,28,791.3832267,1,0.001,1,1
9630,1594109670,446833.3333,345428.3333,28,0,28,28,794.5224933,1,0.001,1,1
9660,1594111470,450700,348581,28,0,28,28,790.0117867,1,0.001,1,1
9690,1594113270,451233.3333,350000.3333,28,0,28,28,791.1452267,1,0.001,1,1
9720,1594115070,449100,346875,28,0,28,28,788.6213067,1,0.001,1,1
9750,1594116870,454433.3333,353762.3333,27.53333333,0,27.51666667,27.51666667,772.3751467,1,0.001,1,1
9780,1594118670,477000,375868,27.5,0,27.5,27.5,769.4863867,1,0.001,1,1
9810,1594120470,490300,390103.6667,27.5,0,27.5,27.5,767.15408,1,0.001,1,1
9840,1594122270,493533.3333,393636,27.5,0,27.5,27.5,773.4371867,1,0.001,1,1
9870,1594124070,494733.3333,395343,27.5,0,27.5,27.5,768.9559733,1,0.001,1,1
9900,1594125870,486800,387644,27.5,0,27.5,27.5,775.7773333,1,0.001,1,1
9930,1594127670,472200,373495.6667,27.5,0,27.5,27.5,773.6547467,1,0.001,1,1
9960,1594129470,463200,363080.6667,27.5,0,27.5,27.5,772.58328,1,0.001,1,1
9990,1594131270,460100,361951.6667,27.5,0,27.5,27.5,779.5815067,1,0.001,1,1
10020,1594133070,454833.3333,356887,27.5,0,27.5,27.5,778.70464,1,0.001,1,1
10050,1594134870,449166.6667,350664.6667,27.5,0,27.5,27.5,776.1562667,1,0.001,1,1
10110,1594136670,444400,345196.6667,27.5,0,27.5,27.5,770.4773067,1,0.001,1,1
10140,1594140270,446566.6667,386949.3333,29.22454,0,0,29.22454,627.0257467,1,0.001,0.001,1
10170,1594142070,448033.3333,387905,28.96843667,0,0,28.96843667,621.3697467,1,0.001,0.001,1
10200,1594143870,453066.6667,393317,29.32692,0,0,29.32692,632.1270667,1,0.001,0.001,1
10260,1594145670,456100,395602,29.44962667,0,0,29.44962667,638.5784533,1,0.001,0.001,1
10290,1594149270,487033.3333,461603.6667,32.17496333,0,0,0,363.3112933,1,0.001,0.001,0.001
10320,1594151070,495833.3333,470978,32.17536,0,0,0,367.4027467,1,0.001,0.001,0.001
10350,1594152870,495200,470138.6667,32.21212333,0,0,0,369.9464533,1,0.001,0.001,0.001
10380,1594154670,517133.3333,493287.6667,30.92518,0,0,0,355.6967867,1,0.001,0.001,0.001
10440,1594156470,525300,503789.6667,28.01902333,0,0,0,317.0183333,1,0.001,0.001,0.001
10500,1594160070,433100,373120,31.86161333,0,0,31.86161333,687.9935067,1,0.001,0.001,1
10530,1594163670,423666.6667,322887,29.15000667,0,29.15000667,29.15000667,845.01816,1,0.001,1,1
10560,1594165470,422300,315739,29.07092667,0,29.07092667,29.07068,819.77056,1,0.001,1,1
10590,1594167270,431233.3333,310533.3333,30.50933333,0,30.50933333,30.50933333,863.10252,1,0.001,1,1
10620,1594169070,433966.6667,313773,29.83141,0,29.83141,29.83141,828.28228,1,0.001,1,1
10650,1594170870,448433.3333,328327.3333,29.95319667,0,29.95319667,29.95319667,836.44344,1,0.001,1,1
10680,1594172670,450333.3333,330326,30.05610667,0,30.05610667,30.05610667,840.29148,1,0.001,1,1
10710,1594174470,455433.3333,335766.6667,30.24888667,0,30.24888667,30.24888667,852.1378133,1,0.001,1,1
10740,1594176270,454600,342042.3333,29.58956333,0,29.58956333,29.58956333,834.8963467,1,0.001,1,1
10770,1594178070,457200,346873,29.5,0,29.5,29.5,838.69436,1,0.001,1,1
10800,1594179870,453566.6667,343519.3333,29.5,0,29.5,29.5,840.0864267,1,0.001,1,1
10830,1594181670,449266.6667,339698.6667,29.5,0,29.5,29.5,840.8286133,1,0.001,1,1
10860,1594183470,447733.3333,336054.6667,29.5,0,29.5,29.5,839.2096533,1,0.001,1,1
10890,1594185270,445100,340017.6667,28.66666667,0,28.66666667,28.66666667,821.1857733,1,0.001,1,1
10920,1594187070,445600,343056,28.5,0,28.5,28.5,810.8409867,1,0.001,1,1
10950,1594188870,444166.6667,337528.3333,28.83612,0,28.77062333,28.85278667,815.7176533,1,0.001,1,1
10980,1594190670,446600,326532,30.31507333,0,30.31507333,30.31507333,861.33432,1,0.001,1,1
11010,1594192470,445300,325636.3333,30.18371667,0,30.18371667,30.18386,850.94128,1,0.001,1,1
11040,1594194270,450366.6667,348640.3333,28.04284,0,28.04284,28.04284,796.3409067,1,0.001,1,1
11070,1594196070,448933.3333,346238.3333,28.00535667,0,28.00535667,28.00535667,793.2762133,1,0.001,1,1
11100,1594197870,459466.6667,360099,27.71004667,0,27.71004667,27.71004667,787.73716,1,0.001,1,1
11130,1594199670,461866.6667,362471,27.7,0,27.7,27.7,788.3907733,1,0.001,1,1
11160,1594201470,461700,360823,27.7,0,27.7,27.7,782.7095733,1,0.001,1,1
